character	code_point	readings	tier	references	details
𦴒	U+26D12	xiǎng	cns11643	CNS-20260805:4-404B	異體國字字表(《CNS 11643》96年公布)
𦴓	U+26D13	zàng	cns11643	CNS-20260805:6-574C	異體國字字表(《CNS 11643》96年公布)
𦴕	U+26D15	tuò	cns11643	CNS-20260805:5-4231	罕用國字標準字體表(《CNS 11643》96年公布)
𦴖	U+26D16	méng qì	cns11643	CNS-20260805:6-5747	異體國字字表(《CNS 11643》96年公布)
𦴘	U+26D18	jiě jiè xiè	cns11643	CNS-20260805:7-2753	異體國字字表(《CNS 11643》96年公布)
𦴙	U+26D19	lí lì	cns11643	CNS-20260805:6-5761	異體國字字表(《CNS 11643》96年公布)
𦴟	U+26D1F	liè	cns11643	CNS-20260805:6-5766	異體國字字表(《CNS 11643》96年公布)
𦴠	U+26D20	mù	cns11643	CNS-20260805:6-5759	異體國字字表(《CNS 11643》96年公布)
𦴡	U+26D21	miàn mǐn hūn	cns11643	CNS-20260805:10-7D21	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦴢	U+26D22	shī	cns11643	CNS-20260805:10-7D22	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦴣	U+26D23	tū	cns11643	CNS-20260805:10-7D23	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦴤	U+26D24	shēng	cns11643	CNS-20260805:10-7D24	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦴥	U+26D25	yǒng	cns11643	CNS-20260805:10-7D25	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦴦	U+26D26	jú	cns11643	CNS-20260805:10-7D26	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦴧	U+26D27	dǒng dòng tóng	cns11643	CNS-20260805:10-7D27	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦴨	U+26D28	tuàn nuǎn	cns11643	CNS-20260805:10-7D28	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦴩	U+26D29	jiǎo jiū jiù	cns11643	CNS-20260805:10-7D29	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦴪	U+26D2A	jiǎo jiū jiù	cns11643	CNS-20260805:10-7D2A	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦴫	U+26D2B	shī	cns11643	CNS-20260805:4-404E	異體國字字表(《CNS 11643》96年公布)
𦴬	U+26D2C	huì	cns11643	CNS-20260805:5-4244	罕用國字標準字體表(《CNS 11643》96年公布)
𦴭	U+26D2D	xié	cns11643	CNS-20260805:5-424B	罕用國字標準字體表(《CNS 11643》96年公布)
𦴮	U+26D2E	fàn	cns11643	CNS-20260805:6-5735	異體國字字表(《CNS 11643》96年公布)
𦴯	U+26D2F	tú	cns11643	CNS-20260805:6-573E	異體國字字表(《CNS 11643》96年公布)
𦴰	U+26D30	tiáo	cns11643	CNS-20260805:6-574B	異體國字字表(《CNS 11643》96年公布)
𦴲	U+26D32	méng miè	cns11643	CNS-20260805:6-575B	異體國字字表(《CNS 11643》96年公布)
𦴳	U+26D33	gǒu	cns11643	CNS-20260805:6-575F	異體國字字表(《CNS 11643》96年公布)
𦴴	U+26D34	ān	cns11643	CNS-20260805:15-4473	內政部戶政用字(《CNS 11643》96年公布)
𦴵	U+26D35	diū	cns11643	CNS-20260805:15-4475	內政部戶政用字(《CNS 11643》96年公布)
𦴶	U+26D36	chá	cns11643	CNS-20260805:15-4476	內政部戶政用字(《CNS 11643》96年公布)
𦴸	U+26D38	chéng	cns11643	CNS-20260805:15-4478	內政部戶政用字(《CNS 11643》96年公布)
𦴺	U+26D3A	zòu	cns11643	CNS-20260805:15-447A	內政部戶政用字(《CNS 11643》96年公布)
𦴻	U+26D3B	hán	cns11643	CNS-20260805:15-447B	內政部戶政用字(《CNS 11643》96年公布)
𦴼	U+26D3C	tài	cns11643	CNS-20260805:15-447C	內政部戶政用字(《CNS 11643》96年公布)
𦴽	U+26D3D	shuān	cns11643	CNS-20260805:15-447D	內政部戶政用字(《CNS 11643》96年公布)
𦴾	U+26D3E	lì	cns11643	CNS-20260805:15-447E	內政部戶政用字(《CNS 11643》96年公布)
𦴿	U+26D3F	líng	cns11643	CNS-20260805:15-4521	內政部戶政用字(《CNS 11643》96年公布)
𦵀	U+26D40	miàn	cns11643	CNS-20260805:15-4522	內政部戶政用字(《CNS 11643》96年公布)
𦵁	U+26D41	yù	cns11643	CNS-20260805:15-4523	內政部戶政用字(《CNS 11643》96年公布)
𦵂	U+26D42	liǔ	cns11643	CNS-20260805:15-4524	內政部戶政用字(《CNS 11643》96年公布)
𦵃	U+26D43	kǒng	cns11643	CNS-20260805:15-4525	內政部戶政用字(《CNS 11643》96年公布)
𦵄	U+26D44	zhēn	cns11643	CNS-20260805:15-4526	內政部戶政用字(《CNS 11643》96年公布)
𦵅	U+26D45	mù	cns11643	CNS-20260805:15-4527	內政部戶政用字(《CNS 11643》96年公布)
𦵆	U+26D46	fù	cns11643	CNS-20260805:15-4528	內政部戶政用字(《CNS 11643》96年公布)
𦵈	U+26D48	dì	cns11643	CNS-20260805:15-452A	內政部戶政用字(《CNS 11643》96年公布)
𦵋	U+26D4B	chuàn	cns11643	CNS-20260805:15-452E	內政部戶政用字(《CNS 11643》96年公布)
𦵌	U+26D4C	wéi	cns11643	CNS-20260805:15-452F	內政部戶政用字(《CNS 11643》96年公布)
𦵎	U+26D4E	míng	cns11643	CNS-20260805:15-4531	內政部戶政用字(《CNS 11643》96年公布)
𦵏	U+26D4F	zàng	cns11643	CNS-20260805:10-7D2B	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦵒	U+26D52	dí qiū	cns11643	CNS-20260805:6-573D	異體國字字表(《CNS 11643》96年公布)
𦵓	U+26D53	chuán	cns11643	CNS-20260805:10-7D2C	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦵔	U+26D54	zū	cns11643	CNS-20260805:10-7D2D	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦵕	U+26D55	gèn huán xuān	cns11643	CNS-20260805:10-7D2E	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦵖	U+26D56	kè kài	cns11643	CNS-20260805:10-7D2F	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦵗	U+26D57	tài	cns11643	CNS-20260805:10-7D30	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦵘	U+26D58	dá tǎ	cns11643	CNS-20260805:10-7D31	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦵙	U+26D59	wā	cns11643	CNS-20260805:10-7D32	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦵚	U+26D5A	liū liú liù	cns11643	CNS-20260805:10-7D33	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦵛	U+26D5B	gōu gǎng kòu	cns11643	CNS-20260805:10-7D34	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦵜	U+26D5C	sāo	cns11643	CNS-20260805:10-7D35	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦵝	U+26D5D	dōng	cns11643	CNS-20260805:6-4E32	異體國字字表(《CNS 11643》96年公布)
𦵞	U+26D5E	rèn	cns11643	CNS-20260805:15-3E57	內政部戶政用字(《CNS 11643》96年公布)
𦵠	U+26D60	yì	cns11643	CNS-20260805:10-7D36	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦵢	U+26D62	nòu nóng hāo	cns11643	CNS-20260805:6-6160	異體國字字表(《CNS 11643》96年公布)
𦵤	U+26D64	guān	cns11643	CNS-20260805:6-6133	異體國字字表(《CNS 11643》96年公布)
𦵥	U+26D65	wèi yù	cns11643	CNS-20260805:6-6143	異體國字字表(《CNS 11643》96年公布)
𦵨	U+26D68	wéi	cns11643	CNS-20260805:6-6156	異體國字字表(《CNS 11643》96年公布)
𦵰	U+26D70	zī zāi	cns11643	CNS-20260805:6-6152	異體國字字表(《CNS 11643》96年公布)
𦵲	U+26D72	qǐn	cns11643	CNS-20260805:6-6140	異體國字字表(《CNS 11643》96年公布)
𦵳	U+26D73	jú	cns11643	CNS-20260805:6-6159	異體國字字表(《CNS 11643》96年公布)
𦵶	U+26D76	zhú	cns11643	CNS-20260805:6-614C	異體國字字表(《CNS 11643》96年公布)
𦵹	U+26D79	tǎn	cns11643	CNS-20260805:6-6139	異體國字字表(《CNS 11643》96年公布)
𦵻	U+26D7B	qiàn	cns11643	CNS-20260805:6-614D	異體國字字表(《CNS 11643》96年公布)
𦶁	U+26D81	fén	cns11643	CNS-20260805:6-6141	異體國字字表(《CNS 11643》96年公布)
𦶃	U+26D83	bì	cns11643	CNS-20260805:10-7D37	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦶄	U+26D84	dá niè	cns11643	CNS-20260805:6-6136	異體國字字表(《CNS 11643》96年公布)
𦶆	U+26D86	niǔ	cns11643	CNS-20260805:4-466B	異體國字字表(《CNS 11643》96年公布)
𦶉	U+26D89	chái zǐ cí	cns11643	CNS-20260805:7-2758	異體國字字表(《CNS 11643》96年公布)
𦶔	U+26D94	qú	cns11643	CNS-20260805:6-6150	異體國字字表(《CNS 11643》96年公布)
𦶖	U+26D96	lěi	cns11643	CNS-20260805:6-6157	異體國字字表(《CNS 11643》96年公布)
𦶗	U+26D97	jú	cns11643	CNS-20260805:6-6146	異體國字字表(《CNS 11643》96年公布)
𦶘	U+26D98	juǎn	cns11643	CNS-20260805:6-613B	異體國字字表(《CNS 11643》96年公布)
𦶛	U+26D9B	mò mù	cns11643	CNS-20260805:7-3227	異體國字字表(《CNS 11643》96年公布)
𦶜	U+26D9C	yàn	cns11643	CNS-20260805:10-7D38	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦶝	U+26D9D	nì shè	cns11643	CNS-20260805:10-7D39	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦶞	U+26D9E	mǎn mèn	cns11643	CNS-20260805:10-7D3A	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦶟	U+26D9F	ruò	cns11643	CNS-20260805:10-7D3B	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦶠	U+26DA0	chún	cns11643	CNS-20260805:10-7D3C	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦶡	U+26DA1	lù	cns11643	CNS-20260805:10-7D3D	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦶢	U+26DA2	lǎn làn jiàn	cns11643	CNS-20260805:10-7D3E	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦶣	U+26DA3	luán	cns11643	CNS-20260805:10-7D3F	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦶤	U+26DA4	xiào	cns11643	CNS-20260805:10-7D40	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦶥	U+26DA5	bīn	cns11643	CNS-20260805:10-7D41	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦶦	U+26DA6	tān nàn hàn	cns11643	CNS-20260805:10-7D42	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦶧	U+26DA7	yù	cns11643	CNS-20260805:10-7D43	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦶩	U+26DA9	yì	cns11643	CNS-20260805:5-4934	罕用國字標準字體表(《CNS 11643》96年公布)
𦶪	U+26DAA	róng rǒng	cns11643	CNS-20260805:6-6147	異體國字字表(《CNS 11643》96年公布)
𦶫	U+26DAB	shè sāng yè	cns11643	CNS-20260805:6-6149	異體國字字表(《CNS 11643》96年公布)
𦶬	U+26DAC	jùn suǒ suī	cns11643	CNS-20260805:6-614B	異體國字字表(《CNS 11643》96年公布)
𦶭	U+26DAD	lì	cns11643	CNS-20260805:6-614E	異體國字字表(《CNS 11643》96年公布)
𦶮	U+26DAE	yún	cns11643	CNS-20260805:6-615A	異體國字字表(《CNS 11643》96年公布)
𦶯	U+26DAF	xuè	cns11643	CNS-20260805:6-615D	異體國字字表(《CNS 11643》96年公布)
𦶱	U+26DB1	jí	cns11643	CNS-20260805:15-4B61	內政部戶政用字(《CNS 11643》96年公布)
𦶳	U+26DB3	yàn	cns11643	CNS-20260805:15-4B63	內政部戶政用字(《CNS 11643》96年公布)
𦶴	U+26DB4	xiàn	cns11643	CNS-20260805:15-4B66	內政部戶政用字(《CNS 11643》96年公布)
𦶵	U+26DB5	shè	cns11643	CNS-20260805:15-4B68	內政部戶政用字(《CNS 11643》96年公布)
𦶶	U+26DB6	chuàn	cns11643	CNS-20260805:15-4B69	內政部戶政用字(《CNS 11643》96年公布)
𦶸	U+26DB8	quán	cns11643	CNS-20260805:15-4B6B	內政部戶政用字(《CNS 11643》96年公布)
𦶹	U+26DB9	cuò	cns11643	CNS-20260805:15-4B6C	內政部戶政用字(《CNS 11643》96年公布)
𦶺	U+26DBA	míng	cns11643	CNS-20260805:15-4B6D	內政部戶政用字(《CNS 11643》96年公布)
𦶻	U+26DBB	zhǎn	cns11643	CNS-20260805:15-4B6E	內政部戶政用字(《CNS 11643》96年公布)
𦶼	U+26DBC	shè	cns11643	CNS-20260805:15-4B6F	內政部戶政用字(《CNS 11643》96年公布)
𦶽	U+26DBD	xì	cns11643	CNS-20260805:15-4B70	內政部戶政用字(《CNS 11643》96年公布)
𦶾	U+26DBE	bān	cns11643	CNS-20260805:15-4B71	內政部戶政用字(《CNS 11643》96年公布)
𦶿	U+26DBF	sēn	cns11643	CNS-20260805:15-4B72	內政部戶政用字(《CNS 11643》96年公布)
𦷀	U+26DC0	cǎi	cns11643	CNS-20260805:15-4B73	內政部戶政用字(《CNS 11643》96年公布)
𦷁	U+26DC1	fěi	cns11643	CNS-20260805:15-4B74	內政部戶政用字(《CNS 11643》96年公布)
𦷂	U+26DC2	gēng	cns11643	CNS-20260805:15-4B75	內政部戶政用字(《CNS 11643》96年公布)
𦷄	U+26DC4	niáng	cns11643	CNS-20260805:15-4B78	內政部戶政用字(《CNS 11643》96年公布)
𦷅	U+26DC5	quán	cns11643	CNS-20260805:15-4B79	內政部戶政用字(《CNS 11643》96年公布)
𦷇	U+26DC7	sēn	cns11643	CNS-20260805:15-4B7C	內政部戶政用字(《CNS 11643》96年公布)
𦷈	U+26DC8	xiá	cns11643	CNS-20260805:15-4B7D	內政部戶政用字(《CNS 11643》96年公布)
𦷉	U+26DC9	lún	cns11643	CNS-20260805:15-4B7E	內政部戶政用字(《CNS 11643》96年公布)
𦷋	U+26DCB	dá	cns11643	CNS-20260805:15-4C22	內政部戶政用字(《CNS 11643》96年公布)
𦷌	U+26DCC	huā	cns11643	CNS-20260805:15-4C23	內政部戶政用字(《CNS 11643》96年公布)
𦷍	U+26DCD	zhì	cns11643	CNS-20260805:15-4C25	內政部戶政用字(《CNS 11643》96年公布)
𦷎	U+26DCE	gǎo	cns11643	CNS-20260805:15-4C26	內政部戶政用字(《CNS 11643》96年公布)
𦷏	U+26DCF	lì	cns11643	CNS-20260805:15-4C27	內政部戶政用字(《CNS 11643》96年公布)
𦷐	U+26DD0	cōng	cns11643	CNS-20260805:15-4C28	內政部戶政用字(《CNS 11643》96年公布)
𦷒	U+26DD2	bào	cns11643	CNS-20260805:15-4C2A	內政部戶政用字(《CNS 11643》96年公布)
𦷓	U+26DD3	jiē xiá	cns11643	CNS-20260805:6-6148	異體國字字表(《CNS 11643》96年公布)
𦷖	U+26DD6	ề	cns11643	CNS-20260805:10-7D44	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦷗	U+26DD7	jiāng	cns11643	CNS-20260805:6-6151	異體國字字表(《CNS 11643》96年公布)
𦷚	U+26DDA	xǐ	cns11643	CNS-20260805:6-615C	異體國字字表(《CNS 11643》96年公布)
𦷛	U+26DDB	bēng duō	cns11643	CNS-20260805:6-615F	異體國字字表(《CNS 11643》96年公布)
𦷜	U+26DDC	táng	cns11643	CNS-20260805:10-7D45	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦷞	U+26DDE	cā cài	cns11643	CNS-20260805:6-613A	異體國字字表(《CNS 11643》96年公布)
𦷟	U+26DDF	xiē shāo	cns11643	CNS-20260805:6-6135	異體國字字表(《CNS 11643》96年公布)
𦷢	U+26DE2	wā	cns11643	CNS-20260805:10-7D46	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦷤	U+26DE4	gān	cns11643	CNS-20260805:10-7D47	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦷥	U+26DE5	běng péng féng	cns11643	CNS-20260805:10-7D48	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦷧	U+26DE7	yī	cns11643	CNS-20260805:10-7D4A	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦷨	U+26DE8	màn	cns11643	CNS-20260805:10-7D4B	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦷩	U+26DE9	qì zì sè	cns11643	CNS-20260805:10-7D4C	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦷪	U+26DEA	suī	cns11643	CNS-20260805:15-4B64	內政部戶政用字(《CNS 11643》96年公布)
𦷬	U+26DEC	tà lěi luò	cns11643	CNS-20260805:10-7D4E	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦷭	U+26DED	pēng	cns11643	CNS-20260805:10-7D4F	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦷮	U+26DEE	shù	cns11643	CNS-20260805:10-7D50	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦷯	U+26DEF	zhāng zhǎng zhàng	cns11643	CNS-20260805:10-7D51	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦷰	U+26DF0	fú	cns11643	CNS-20260805:15-4B67	內政部戶政用字(《CNS 11643》96年公布)
𦷱	U+26DF1	jiàn	cns11643	CNS-20260805:6-6154	異體國字字表(《CNS 11643》96年公布)
𦷶	U+26DF6	mǎng	cns11643	CNS-20260805:7-3226	異體國字字表(《CNS 11643》96年公布)
𦷺	U+26DFA	rèn	cns11643	CNS-20260805:5-494C	罕用國字標準字體表(《CNS 11643》96年公布)
𦸀	U+26E00	qí	cns11643	CNS-20260805:4-4C7E	異體國字字表(《CNS 11643》96年公布)
𦸃	U+26E03	qìn	cns11643	CNS-20260805:4-4C7C	異體國字字表(《CNS 11643》96年公布)
𦸄	U+26E04	dòu	cns11643	CNS-20260805:7-2821	異體國字字表(《CNS 11643》96年公布)
𦸅	U+26E05	kūn	cns11643	CNS-20260805:10-7D53	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦸇	U+26E07	zhú	cns11643	CNS-20260805:7-2824	異體國字字表(《CNS 11643》96年公布)
𦸋	U+26E0B	hǎn	cns11643	CNS-20260805:7-2769	異體國字字表(《CNS 11643》96年公布)
𦸌	U+26E0C	guān guǎn huán wān wǎn	cns11643	CNS-20260805:7-2778	異體國字字表(《CNS 11643》96年公布)
𦸍	U+26E0D	duó tuò	cns11643	CNS-20260805:7-2779	異體國字字表(《CNS 11643》96年公布)
𦸎	U+26E0E	shí shì	cns11643	CNS-20260805:7-276A	異體國字字表(《CNS 11643》96年公布)
𦸒	U+26E12	yī	cns11643	CNS-20260805:4-4C75	罕用國字標準字體表(《CNS 11643》96年公布)
𦸕	U+26E15	dú	cns11643	CNS-20260805:7-2760	異體國字字表(《CNS 11643》96年公布)
𦸖	U+26E16	nì	cns11643	CNS-20260805:7-2822	異體國字字表(《CNS 11643》96年公布)
𦸜	U+26E1C	zī zāi	cns11643	CNS-20260805:7-276B	異體國字字表(《CNS 11643》96年公布)
𦸝	U+26E1D	téng xī	cns11643	CNS-20260805:7-2776	異體國字字表(《CNS 11643》96年公布)
𦸞	U+26E1E	mì	cns11643	CNS-20260805:7-2759	異體國字字表(《CNS 11643》96年公布)
𦸟	U+26E1F	zàng	cns11643	CNS-20260805:7-2772	異體國字字表(《CNS 11643》96年公布)
𦸠	U+26E20	jì	cns11643	CNS-20260805:7-2765	異體國字字表(《CNS 11643》96年公布)
𦸤	U+26E24	zuì	cns11643	CNS-20260805:7-2754	異體國字字表(《CNS 11643》96年公布)
𦸥	U+26E25	zēng	cns11643	CNS-20260805:10-7D54	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦸦	U+26E26	bó	cns11643	CNS-20260805:7-275B	異體國字字表(《CNS 11643》96年公布)
𦸧	U+26E27	jǐn	cns11643	CNS-20260805:7-2764	異體國字字表(《CNS 11643》96年公布)
𦸩	U+26E29	bì	cns11643	CNS-20260805:7-2767	異體國字字表(《CNS 11643》96年公布)
𦸫	U+26E2B	kūn	cns11643	CNS-20260805:7-2766	異體國字字表(《CNS 11643》96年公布)
𦸬	U+26E2C	chūn	cns11643	CNS-20260805:7-277D	異體國字字表(《CNS 11643》96年公布)
𦸲	U+26E32	ǒu	cns11643	CNS-20260805:7-277C	異體國字字表(《CNS 11643》96年公布)
𦸳	U+26E33	rù	cns11643	CNS-20260805:7-2762	異體國字字表(《CNS 11643》96年公布)
𦸴	U+26E34	dié	cns11643	CNS-20260805:7-275D	異體國字字表(《CNS 11643》96年公布)
𦸵	U+26E35	jù qú	cns11643	CNS-20260805:7-276E	異體國字字表(《CNS 11643》96年公布)
𦸻	U+26E3B	jīng qiāng qìng	cns11643	CNS-20260805:10-7D55	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦸼	U+26E3C	wéi	cns11643	CNS-20260805:10-7D56	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦸽	U+26E3D	hēi sè	cns11643	CNS-20260805:10-7D57	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦸾	U+26E3E	sè	cns11643	CNS-20260805:10-7D58	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦸿	U+26E3F	chéng	cns11643	CNS-20260805:10-7D59	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦹀	U+26E40	dèng chéng	cns11643	CNS-20260805:10-7D5A	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦹁	U+26E41	shè yè	cns11643	CNS-20260805:10-7D5B	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦹂	U+26E42	nào jiāo ào	cns11643	CNS-20260805:10-7D5C	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦹃	U+26E43	láo lào	cns11643	CNS-20260805:10-7D5D	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦹄	U+26E44	chè	cns11643	CNS-20260805:10-7D5E	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦹅	U+26E45	gǎn hàn	cns11643	CNS-20260805:10-7D5F	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦹈	U+26E48	shā suō	cns11643	CNS-20260805:7-2755	異體國字字表(《CNS 11643》96年公布)
𦹉	U+26E49	mǎo	cns11643	CNS-20260805:7-275A	異體國字字表(《CNS 11643》96年公布)
𦹊	U+26E4A	wú	cns11643	CNS-20260805:7-275F	異體國字字表(《CNS 11643》96年公布)
𦹋	U+26E4B	miè	cns11643	CNS-20260805:7-2770	異體國字字表(《CNS 11643》96年公布)
𦹌	U+26E4C	chài	cns11643	CNS-20260805:7-2771	異體國字字表(《CNS 11643》96年公布)
𦹍	U+26E4D	tú shū	cns11643	CNS-20260805:7-2823	異體國字字表(《CNS 11643》96年公布)
𦹎	U+26E4E	cōng	cns11643	CNS-20260805:15-515E	內政部戶政用字(《CNS 11643》96年公布)
𦹏	U+26E4F	huái	cns11643	CNS-20260805:15-515F	內政部戶政用字(《CNS 11643》96年公布)
𦹐	U+26E50	guō	cns11643	CNS-20260805:15-5160	內政部戶政用字(《CNS 11643》96年公布)
𦹒	U+26E52	jǐn	cns11643	CNS-20260805:15-5163	內政部戶政用字(《CNS 11643》96年公布)
𦹔	U+26E54	kuǎn	cns11643	CNS-20260805:15-5167	內政部戶政用字(《CNS 11643》96年公布)
𦹖	U+26E56	jǐn	cns11643	CNS-20260805:15-5169	內政部戶政用字(《CNS 11643》96年公布)
𦹙	U+26E59	huì	cns11643	CNS-20260805:15-516D	內政部戶政用字(《CNS 11643》96年公布)
𦹜	U+26E5C	jiǎ	cns11643	CNS-20260805:15-5170	內政部戶政用字(《CNS 11643》96年公布)
𦹝	U+26E5D	dòng	cns11643	CNS-20260805:15-5172	內政部戶政用字(《CNS 11643》96年公布)
𦹟	U+26E5F	jī	cns11643	CNS-20260805:15-5177	內政部戶政用字(《CNS 11643》96年公布)
𦹠	U+26E60	jìn	cns11643	CNS-20260805:10-7D60	CJK認同表意文字延伸B(《CNS 11643》96年公布)
𦹡	U+26E61	piǎo	cns11643	CNS-20260805:4-4D23	異體國字字表(《CNS 11643》96年公布)
𦹢	U+26E62	zào cào	cns11643	CNS-20260805:7-277A	異體國字字表(《CNS 11643》96年公布)
𦹤	U+26E64	qiàn	cns11643	CNS-20260805:7-277E	異體國字字表(《CNS 11643》96年公布)
