character	code_point	reason
𮪴	U+2EAB4	no accepted official reading
𮪵	U+2EAB5	no accepted official reading
𮪶	U+2EAB6	no accepted official reading
𮪸	U+2EAB8	no accepted official reading
𮪹	U+2EAB9	no accepted official reading
𮪺	U+2EABA	no accepted official reading
𮪻	U+2EABB	no accepted official reading
𮪼	U+2EABC	no accepted official reading
𮪽	U+2EABD	no accepted official reading
𮪾	U+2EABE	no accepted official reading
𮪿	U+2EABF	no accepted official reading
𮫀	U+2EAC0	no accepted official reading
𮫁	U+2EAC1	no accepted official reading
𮫃	U+2EAC3	no accepted official reading
𮫄	U+2EAC4	no accepted official reading
𮫅	U+2EAC5	no accepted official reading
𮫇	U+2EAC7	no accepted official reading
𮫉	U+2EAC9	no accepted official reading
𮫊	U+2EACA	no accepted official reading
𮫋	U+2EACB	no accepted official reading
𮫌	U+2EACC	no accepted official reading
𮫍	U+2EACD	no accepted official reading
𮫎	U+2EACE	no accepted official reading
𮫏	U+2EACF	no accepted official reading
𮫐	U+2EAD0	no accepted official reading
𮫑	U+2EAD1	no accepted official reading
𮫒	U+2EAD2	no accepted official reading
𮫓	U+2EAD3	no accepted official reading
𮫔	U+2EAD4	no accepted official reading
𮫕	U+2EAD5	no accepted official reading
𮫖	U+2EAD6	no accepted official reading
𮫚	U+2EADA	no accepted official reading
𮫜	U+2EADC	no accepted official reading
𮫝	U+2EADD	no accepted official reading
𮫞	U+2EADE	no accepted official reading
𮫟	U+2EADF	no accepted official reading
𮫠	U+2EAE0	no accepted official reading
𮫡	U+2EAE1	no accepted official reading
𮫢	U+2EAE2	no accepted official reading
𮫣	U+2EAE3	no accepted official reading
𮫤	U+2EAE4	no accepted official reading
𮫥	U+2EAE5	no accepted official reading
𮫦	U+2EAE6	no accepted official reading
𮫧	U+2EAE7	no accepted official reading
𮫨	U+2EAE8	no accepted official reading
𮫩	U+2EAE9	no accepted official reading
𮫪	U+2EAEA	no accepted official reading
𮫫	U+2EAEB	no accepted official reading
𮫬	U+2EAEC	no accepted official reading
𮫱	U+2EAF1	no accepted official reading
𮫳	U+2EAF3	no accepted official reading
𮫴	U+2EAF4	no accepted official reading
𮫷	U+2EAF7	no accepted official reading
𮫸	U+2EAF8	no accepted official reading
𮫺	U+2EAFA	no accepted official reading
𮫻	U+2EAFB	no accepted official reading
𮫼	U+2EAFC	no accepted official reading
𮫽	U+2EAFD	no accepted official reading
𮫾	U+2EAFE	no accepted official reading
𮫿	U+2EAFF	no accepted official reading
𮬀	U+2EB00	no accepted official reading
𮬂	U+2EB02	no accepted official reading
𮬄	U+2EB04	no accepted official reading
𮬅	U+2EB05	no accepted official reading
𮬆	U+2EB06	no accepted official reading
𮬇	U+2EB07	no accepted official reading
𮬊	U+2EB0A	no accepted official reading
𮬌	U+2EB0C	no accepted official reading
𮬍	U+2EB0D	no accepted official reading
𮬎	U+2EB0E	no accepted official reading
𮬏	U+2EB0F	no accepted official reading
𮬐	U+2EB10	no accepted official reading
𮬑	U+2EB11	no accepted official reading
𮬒	U+2EB12	no accepted official reading
𮬔	U+2EB14	no accepted official reading
𮬕	U+2EB15	no accepted official reading
𮬖	U+2EB16	no accepted official reading
𮬘	U+2EB18	no accepted official reading
𮬙	U+2EB19	no accepted official reading
𮬚	U+2EB1A	no accepted official reading
𮬥	U+2EB25	no accepted official reading
𮬦	U+2EB26	no accepted official reading
𮬧	U+2EB27	no accepted official reading
𮬨	U+2EB28	no accepted official reading
𮬩	U+2EB29	no accepted official reading
𮬪	U+2EB2A	no accepted official reading
𮬫	U+2EB2B	no accepted official reading
𮬬	U+2EB2C	no accepted official reading
𮬭	U+2EB2D	no accepted official reading
𮬮	U+2EB2E	no accepted official reading
𮬯	U+2EB2F	no accepted official reading
𮬰	U+2EB30	no accepted official reading
𮬱	U+2EB31	no accepted official reading
𮬲	U+2EB32	no accepted official reading
𮬳	U+2EB33	no accepted official reading
𮬴	U+2EB34	no accepted official reading
𮬵	U+2EB35	no accepted official reading
𮬶	U+2EB36	no accepted official reading
𮬷	U+2EB37	no accepted official reading
𮬸	U+2EB38	no accepted official reading
𮬹	U+2EB39	no accepted official reading
𮬺	U+2EB3A	no accepted official reading
𮬻	U+2EB3B	no accepted official reading
𮬼	U+2EB3C	no accepted official reading
𮬽	U+2EB3D	no accepted official reading
𮬾	U+2EB3E	no accepted official reading
𮭀	U+2EB40	no accepted official reading
𮭁	U+2EB41	no accepted official reading
𮭃	U+2EB43	no accepted official reading
𮭄	U+2EB44	no accepted official reading
𮭅	U+2EB45	no accepted official reading
𮭆	U+2EB46	no accepted official reading
𮭇	U+2EB47	no accepted official reading
𮭈	U+2EB48	no accepted official reading
𮭉	U+2EB49	no accepted official reading
𮭊	U+2EB4A	no accepted official reading
𮭌	U+2EB4C	no accepted official reading
𮭍	U+2EB4D	no accepted official reading
𮭐	U+2EB50	no accepted official reading
𮭑	U+2EB51	no accepted official reading
𮭒	U+2EB52	no accepted official reading
𮭓	U+2EB53	no accepted official reading
𮭔	U+2EB54	no accepted official reading
𮭕	U+2EB55	no accepted official reading
𮭖	U+2EB56	no accepted official reading
𮭗	U+2EB57	no accepted official reading
𮭘	U+2EB58	no accepted official reading
𮭚	U+2EB5A	no accepted official reading
𮭛	U+2EB5B	no accepted official reading
𮭞	U+2EB5E	no accepted official reading
𮭣	U+2EB63	no accepted official reading
𮭧	U+2EB67	no accepted official reading
𮭩	U+2EB69	no accepted official reading
𮭫	U+2EB6B	no accepted official reading
𮭬	U+2EB6C	no accepted official reading
𮭮	U+2EB6E	no accepted official reading
𮭯	U+2EB6F	no accepted official reading
𮭲	U+2EB72	no accepted official reading
𮭳	U+2EB73	no accepted official reading
𮭵	U+2EB75	no accepted official reading
𮭸	U+2EB78	no accepted official reading
𮭺	U+2EB7A	no accepted official reading
𮭼	U+2EB7C	no accepted official reading
𮭽	U+2EB7D	no accepted official reading
𮭾	U+2EB7E	no accepted official reading
𮭿	U+2EB7F	no accepted official reading
𮮁	U+2EB81	no accepted official reading
𮮂	U+2EB82	no accepted official reading
𮮃	U+2EB83	no accepted official reading
𮮄	U+2EB84	no accepted official reading
𮮅	U+2EB85	no accepted official reading
𮮆	U+2EB86	no accepted official reading
𮮈	U+2EB88	no accepted official reading
𮮉	U+2EB89	no accepted official reading
𮮊	U+2EB8A	no accepted official reading
𮮋	U+2EB8B	no accepted official reading
𮮌	U+2EB8C	no accepted official reading
𮮍	U+2EB8D	no accepted official reading
𮮎	U+2EB8E	no accepted official reading
𮮏	U+2EB8F	no accepted official reading
𮮑	U+2EB91	no accepted official reading
𮮒	U+2EB92	no accepted official reading
𮮓	U+2EB93	no accepted official reading
𮮔	U+2EB94	no accepted official reading
𮮕	U+2EB95	no accepted official reading
𮮖	U+2EB96	no accepted official reading
𮮗	U+2EB97	no accepted official reading
𮮘	U+2EB98	no accepted official reading
𮮙	U+2EB99	no accepted official reading
𮮚	U+2EB9A	no accepted official reading
𮮛	U+2EB9B	no accepted official reading
𮮜	U+2EB9C	no accepted official reading
𮮝	U+2EB9D	no accepted official reading
𮮞	U+2EB9E	no accepted official reading
𮮟	U+2EB9F	no accepted official reading
𮮠	U+2EBA0	no accepted official reading
𮮢	U+2EBA2	no accepted official reading
𮮥	U+2EBA5	no accepted official reading
𮮦	U+2EBA6	no accepted official reading
𮮧	U+2EBA7	no accepted official reading
𮮨	U+2EBA8	no accepted official reading
𮮩	U+2EBA9	no accepted official reading
𮮪	U+2EBAA	no accepted official reading
𮮫	U+2EBAB	no accepted official reading
𮮬	U+2EBAC	no accepted official reading
𮮭	U+2EBAD	no accepted official reading
𮮮	U+2EBAE	no accepted official reading
𮮯	U+2EBAF	no accepted official reading
𮮰	U+2EBB0	no accepted official reading
𮮱	U+2EBB1	no accepted official reading
𮮲	U+2EBB2	no accepted official reading
𮮳	U+2EBB3	no accepted official reading
𮮽	U+2EBBD	no accepted official reading
𮮾	U+2EBBE	no accepted official reading
𮮿	U+2EBBF	no accepted official reading
𮯀	U+2EBC0	no accepted official reading
𮯁	U+2EBC1	no accepted official reading
𮯂	U+2EBC2	no accepted official reading
𮯃	U+2EBC3	no accepted official reading
𮯄	U+2EBC4	no accepted official reading
𮯅	U+2EBC5	no accepted official reading
𮯇	U+2EBC7	no accepted official reading
𮯉	U+2EBC9	no accepted official reading
𮯊	U+2EBCA	no accepted official reading
𮯋	U+2EBCB	no accepted official reading
𮯌	U+2EBCC	no accepted official reading
𮯍	U+2EBCD	no accepted official reading
𮯎	U+2EBCE	no accepted official reading
𮯏	U+2EBCF	no accepted official reading
𮯐	U+2EBD0	no accepted official reading
𮯑	U+2EBD1	no accepted official reading
𮯒	U+2EBD2	no accepted official reading
𮯓	U+2EBD3	no accepted official reading
𮯔	U+2EBD4	no accepted official reading
𮯕	U+2EBD5	no accepted official reading
𮯘	U+2EBD8	no accepted official reading
𮯚	U+2EBDA	no accepted official reading
𮯠	U+2EBE0	no accepted official reading
𮯰	U+2EBF0	no accepted official reading
𮯱	U+2EBF1	no accepted official reading
𮯲	U+2EBF2	no accepted official reading
𮯳	U+2EBF3	no accepted official reading
𮯵	U+2EBF5	no accepted official reading
𮯶	U+2EBF6	no accepted official reading
𮯷	U+2EBF7	no accepted official reading
𮯹	U+2EBF9	no accepted official reading
𮯺	U+2EBFA	no accepted official reading
𮯻	U+2EBFB	no accepted official reading
𮯼	U+2EBFC	no accepted official reading
𮯽	U+2EBFD	no accepted official reading
𮯾	U+2EBFE	no accepted official reading
𮯿	U+2EBFF	no accepted official reading
𮰀	U+2EC00	no accepted official reading
𮰁	U+2EC01	no accepted official reading
𮰂	U+2EC02	no accepted official reading
𮰃	U+2EC03	no accepted official reading
𮰅	U+2EC05	no accepted official reading
𮰆	U+2EC06	no accepted official reading
𮰇	U+2EC07	no accepted official reading
𮰈	U+2EC08	no accepted official reading
𮰊	U+2EC0A	no accepted official reading
𮰋	U+2EC0B	no accepted official reading
𮰌	U+2EC0C	no accepted official reading
𮰍	U+2EC0D	no accepted official reading
𮰎	U+2EC0E	no accepted official reading
𮰏	U+2EC0F	no accepted official reading
𮰐	U+2EC10	no accepted official reading
𮰑	U+2EC11	no accepted official reading
𮰓	U+2EC13	no accepted official reading
𮰕	U+2EC15	no accepted official reading
𮰖	U+2EC16	no accepted official reading
𮰗	U+2EC17	no accepted official reading
𮰘	U+2EC18	no accepted official reading
𮰙	U+2EC19	no accepted official reading
𮰚	U+2EC1A	no accepted official reading
𮰛	U+2EC1B	no accepted official reading
𮰜	U+2EC1C	no accepted official reading
𮰝	U+2EC1D	no accepted official reading
𮰞	U+2EC1E	no accepted official reading
𮰟	U+2EC1F	no accepted official reading
𮰠	U+2EC20	no accepted official reading
𮰡	U+2EC21	no accepted official reading
𮰢	U+2EC22	no accepted official reading
𮰣	U+2EC23	no accepted official reading
𮰥	U+2EC25	no accepted official reading
𮰦	U+2EC26	no accepted official reading
𮰧	U+2EC27	no accepted official reading
𮰨	U+2EC28	no accepted official reading
𮰩	U+2EC29	no accepted official reading
𮰪	U+2EC2A	no accepted official reading
𮰫	U+2EC2B	no accepted official reading
𮰭	U+2EC2D	no accepted official reading
𮰮	U+2EC2E	no accepted official reading
𮰯	U+2EC2F	no accepted official reading
𮰰	U+2EC30	no accepted official reading
𮰱	U+2EC31	no accepted official reading
𮰲	U+2EC32	no accepted official reading
𮰳	U+2EC33	no accepted official reading
𮰴	U+2EC34	no accepted official reading
𮰵	U+2EC35	no accepted official reading
𮰶	U+2EC36	no accepted official reading
𮰷	U+2EC37	no accepted official reading
𮰹	U+2EC39	no accepted official reading
𮰺	U+2EC3A	no accepted official reading
𮰻	U+2EC3B	no accepted official reading
𮰼	U+2EC3C	no accepted official reading
𮱀	U+2EC40	no accepted official reading
𮱂	U+2EC42	no accepted official reading
𮱃	U+2EC43	no accepted official reading
𮱄	U+2EC44	no accepted official reading
𮱅	U+2EC45	no accepted official reading
𮱆	U+2EC46	no accepted official reading
𮱉	U+2EC49	no accepted official reading
𮱋	U+2EC4B	no accepted official reading
𮱌	U+2EC4C	no accepted official reading
𮱍	U+2EC4D	no accepted official reading
𮱎	U+2EC4E	no accepted official reading
𮱏	U+2EC4F	no accepted official reading
𮱑	U+2EC51	no accepted official reading
𮱓	U+2EC53	no accepted official reading
𮱔	U+2EC54	no accepted official reading
𮱕	U+2EC55	no accepted official reading
𮱖	U+2EC56	no accepted official reading
𮱗	U+2EC57	no accepted official reading
𮱘	U+2EC58	no accepted official reading
𮱙	U+2EC59	no accepted official reading
𮱚	U+2EC5A	no accepted official reading
𮱛	U+2EC5B	no accepted official reading
𮱜	U+2EC5C	no accepted official reading
𮱝	U+2EC5D	no accepted official reading
𮱞	U+2EC5E	no accepted official reading
𮱟	U+2EC5F	no accepted official reading
𮱡	U+2EC61	no accepted official reading
𮱢	U+2EC62	no accepted official reading
𮱤	U+2EC64	no accepted official reading
𮱦	U+2EC66	no accepted official reading
𮱧	U+2EC67	no accepted official reading
𮱨	U+2EC68	no accepted official reading
𮱪	U+2EC6A	no accepted official reading
𮱫	U+2EC6B	no accepted official reading
𮱬	U+2EC6C	no accepted official reading
𮱭	U+2EC6D	no accepted official reading
𮱮	U+2EC6E	no accepted official reading
𮱰	U+2EC70	no accepted official reading
𮱱	U+2EC71	no accepted official reading
𮱲	U+2EC72	no accepted official reading
𮱳	U+2EC73	no accepted official reading
𮱴	U+2EC74	no accepted official reading
𮱶	U+2EC76	no accepted official reading
𮱷	U+2EC77	no accepted official reading
𮱸	U+2EC78	no accepted official reading
𮱹	U+2EC79	no accepted official reading
𮱺	U+2EC7A	no accepted official reading
𮱻	U+2EC7B	no accepted official reading
𮱼	U+2EC7C	no accepted official reading
𮱽	U+2EC7D	no accepted official reading
𮱾	U+2EC7E	no accepted official reading
𮱿	U+2EC7F	no accepted official reading
𮲀	U+2EC80	no accepted official reading
𮲂	U+2EC82	no accepted official reading
𮲅	U+2EC85	no accepted official reading
𮲆	U+2EC86	no accepted official reading
𮲈	U+2EC88	no accepted official reading
𮲉	U+2EC89	no accepted official reading
𮲊	U+2EC8A	no accepted official reading
𮲋	U+2EC8B	no accepted official reading
𮲌	U+2EC8C	no accepted official reading
𮲍	U+2EC8D	no accepted official reading
𮲎	U+2EC8E	no accepted official reading
𮲏	U+2EC8F	no accepted official reading
𮲐	U+2EC90	no accepted official reading
𮲒	U+2EC92	no accepted official reading
𮲓	U+2EC93	no accepted official reading
𮲔	U+2EC94	no accepted official reading
𮲕	U+2EC95	no accepted official reading
𮲖	U+2EC96	no accepted official reading
𮲗	U+2EC97	no accepted official reading
𮲘	U+2EC98	no accepted official reading
𮲙	U+2EC99	no accepted official reading
𮲛	U+2EC9B	no accepted official reading
𮲜	U+2EC9C	no accepted official reading
𮲞	U+2EC9E	no accepted official reading
𮲠	U+2ECA0	no accepted official reading
𮲡	U+2ECA1	no accepted official reading
𮲢	U+2ECA2	no accepted official reading
𮲤	U+2ECA4	no accepted official reading
𮲥	U+2ECA5	no accepted official reading
𮲦	U+2ECA6	no accepted official reading
𮲧	U+2ECA7	no accepted official reading
𮲨	U+2ECA8	no accepted official reading
𮲩	U+2ECA9	no accepted official reading
𮲫	U+2ECAB	no accepted official reading
𮲬	U+2ECAC	no accepted official reading
𮲭	U+2ECAD	no accepted official reading
𮲯	U+2ECAF	no accepted official reading
